date,5-year,acquirer,ceo,acquisition,industry,cost,costBucket,costGroup,industrySort1,cost2
6 Mar 1996,1996-2000,Microsoft,Bill Gates,Animation Software,Software,1,Undisclosed,1Cost,2software,Undisclosed
4 Dec 2009,2006--2010,Google,Eric Schmidt,AppJet,Software,1,Undisclosed,1Cost,2software,Undisclosed
7 Mar 2006,2006--2010,Microsoft,Steve Ballmer,Apptimum,Software,1,Undisclosed,1Cost,2software,Undisclosed
23 Apr 1996,1996-2000,Microsoft,Bill Gates,Aspect Software Engineering,Software,14.15,Less than $100 million,2Cost,2software,$14.2m
11 Apr 2000,1996-2000,Apple,Steve Jobs,Astarte,Software,1,Undisclosed,1Cost,2software,Undisclosed
17 Oct 1995,1991--1995,Microsoft,Bill Gates,Blue Ribbon SoundWorks,Software,1,Undisclosed,1Cost,2software,Undisclosed
1 Jun 2001,2001--2005,Apple,Steve Jobs,Bluefish Labs,Software,1,Undisclosed,1Cost,2software,Undisclosed
7 Feb 2008,2006--2010,Microsoft,Steve Ballmer,Caligari Corporation,Software,1,Undisclosed,1Cost,2software,Undisclosed
22 Jan 2008,2006--2010,Microsoft,Steve Ballmer,Calista,Software,1,Undisclosed,1Cost,2software,Undisclosed
1 Jan 2015,2011--present,Apple,Tim Cook,Camel Audio,Software,1,Undisclosed,1Cost,2software,Undisclosed
23 Dec 2013,2011--present,Apple,Tim Cook,Catch.com,Software,1,Undisclosed,1Cost,2software,Undisclosed
11 Jul 1988,1985-1990,Apple,John Sculley,Claris,Software,1,Undisclosed,1Cost,2software,Undisclosed
27 Apr 2011,2011--present,Facebook,Mark Zuckerberg,DayTum,Software,1,Undisclosed,1Cost,2software,Undisclosed
17 Oct 2015,2011--present,Google,Sundar Pichai,Digisfera,Software,1,Undisclosed,1Cost,2software,Undisclosed
7 May 1997,1996-2000,Microsoft,Bill Gates,Dimension X,Software,1,Undisclosed,1Cost,2software,Undisclosed
2 Mar 2010,2006--2010,Facebook,Mark Zuckerberg,Divvyshot,Software,1,Undisclosed,1Cost,2software,Undisclosed
5 Mar 2010,2006--2010,Google,Eric Schmidt,DocVerse,Software,25,Less than $100 million,2Cost,2software,$25.0m
13 Jan 2011,2011--present,Google,Larry Page,eBook Technologies,Software,1,Undisclosed,1Cost,2software,Undisclosed
3 Sep 2015,2011--present,Amazon,Jeff Bezos,Elemental,Software,500,$500 - $999 million,4Cost,2software,$500.0m
1 Jul 2002,2001--2005,Apple,Steve Jobs,Emagic,Software,30,Less than $100 million,2Cost,2software,$30.0m
3 Jun 2007,2006--2010,Google,Eric Schmidt,FeedBurner,Software,100,$100 - $499 million,3Cost,2software,$100.0m
11 Nov 2015,2011--present,Google,Sundar Pichai,Fly Labs,Software,1,Undisclosed,1Cost,2software,Undisclosed
16 Jul 2010,2006--2010,Google,Eric Schmidt,Freebase,Software,1,Undisclosed,1Cost,2software,Undisclosed
18 May 2010,2006--2010,Google,Eric Schmidt,Global IP Solutions,Software,68.2,Less than $100 million,2Cost,2software,$68.2m
3 Jan 2013,2011--present,Microsoft,Steve Ballmer,id8 Group R2 Studios,Software,1,Undisclosed,1Cost,2software,Undisclosed
14 Sep 2010,2006--2010,Apple,Steve Jobs,IMSense,Software,1,Undisclosed,1Cost,2software,Undisclosed
27 Apr 1999,1996-2000,Microsoft,Bill Gates,Interactive Objects,Software,1,Undisclosed,1Cost,2software,Undisclosed
27 Jun 2006,2006--2010,Microsoft,Steve Ballmer,iView Multimedia,Software,1,Undisclosed,1Cost,2software,Undisclosed
12 Aug 2013,2011--present,Facebook,Mark Zuckerberg,Jibbigo,Software,1,Undisclosed,1Cost,2software,Undisclosed
26 May 2008,2006--2010,Microsoft,Steve Ballmer,Kidaro,Software,100,$100 - $499 million,3Cost,2software,$100.0m
28 Jan 2016,2011--present,Apple,Tim Cook,LearnSprout,Software,1,Undisclosed,1Cost,2software,Undisclosed
26 Mar 2015,2011--present,Microsoft,Satya Nadella,LiveLoop,Software,1,Undisclosed,1Cost,2software,Undisclosed
12 Sep 2010,2006--2010,Google,Eric Schmidt,MentorWave,Software,12,Less than $100 million,2Cost,2software,$12.0m
9 Mar 2016,2011--present,Facebook,Mark Zuckerberg,MSQRD (Masquerade),Software,1,Undisclosed,1Cost,2software,Undisclosed
1 Feb 2002,2001--2005,Apple,Steve Jobs,Nothing Real,Software,15,Less than $100 million,2Cost,2software,$15.0m
26 Mar 1999,1996-2000,Microsoft,Bill Gates,Numinous,Software,1,Undisclosed,1Cost,2software,Undisclosed
19 Feb 2010,2006--2010,Facebook,Mark Zuckerberg,Octazen,Software,1,Undisclosed,1Cost,2software,Undisclosed
8 Feb 2015,2011--present,Google,Larry Page,Odysee,Software,1,Undisclosed,1Cost,2software,Undisclosed
5 Aug 2009,2006--2010,Google,Eric Schmidt,On2,Software,133,$100 - $499 million,3Cost,2software,$133.0m
13 Jul 2004,2001--2005,Google,Eric Schmidt,Picasa,Software,1,Undisclosed,1Cost,2software,Undisclosed
1 Mar 2010,2006--2010,Google,Eric Schmidt,Picnik,Software,1,Undisclosed,1Cost,2software,Undisclosed
4 Aug 2008,2006--2010,Amazon,Jeff Bezos,PlanetAll,Software,90,Less than $100 million,2Cost,2software,$90.0m
28 Sep 2010,2006--2010,Google,Eric Schmidt,Plannr,Software,1,Undisclosed,1Cost,2software,Undisclosed
31 Dec 2001,2001--2005,Apple,Steve Jobs,PowerSchool,Software,66.1,Less than $100 million,2Cost,2software,$66.1m
21 Jun 2002,2001--2005,Apple,Steve Jobs,Prismo Graphics,Software,20,Less than $100 million,2Cost,2software,$20.0m
8 Jan 2015,2011--present,Facebook,Mark Zuckerberg,Quickfire Networks,Software,1,Undisclosed,1Cost,2software,Undisclosed
5 Jun 2012,2011--present,Google,Larry Page,Quickoffice,Software,1,Undisclosed,1Cost,2software,Undisclosed
13 Feb 2006,2006--2010,Microsoft,Steve Ballmer,Seadragon,Software,1,Undisclosed,1Cost,2software,Undisclosed
7 Jun 1999,1996-2000,Microsoft,Bill Gates,ShadowFactor,Software,1,Undisclosed,1Cost,2software,Undisclosed
16 Oct 2006,2006--2010,Apple,Steve Jobs,Silicon Color,Software,1,Undisclosed,1Cost,2software,Undisclosed
11 Jun 2002,2001--2005,Apple,Steve Jobs,Silicon Grail,Software,20,Less than $100 million,2Cost,2software,$20.0m
1 Nov 2005,2001--2005,Google,Eric Schmidt,Skia,Software,1,Undisclosed,1Cost,2software,Undisclosed
4 Jan 2014,2011--present,Apple,Tim Cook,SnappyLabs,Software,1,Undisclosed,1Cost,2software,Undisclosed
28 Feb 1994,1991--1995,Microsoft,Bill Gates,Softimage,Software,1,Undisclosed,1Cost,2software,Undisclosed
1 Oct 2000,1996-2000,Apple,Steve Jobs,SoundJam MP,Software,1,Undisclosed,1Cost,2software,Undisclosed
9 Jul 2001,2001--2005,Apple,Steve Jobs,Spruce,Software,14.9,Less than $100 million,2Cost,2software,$14.9
27 Jun 1988,1985-1990,Apple,John Sculley,Styleware,Software,1,Undisclosed,1Cost,2software,Undisclosed
4 Feb 2015,2011--present,Microsoft,Satya Nadella,Sunrise Atelier,Software,100,$100 - $499 million,3Cost,2software,$100.0m
19 Jan 2016,2011--present,Microsoft,Satya Nadella,Teacher Gaming,Software,1,Undisclosed,1Cost,2software,Undisclosed
16 Apr 2015,2011--present,Google,Larry Page,Thrive Audio,Software,1,Undisclosed,1Cost,2software,Undisclosed
17 Apr 2007,2006--2010,Google,Eric Schmidt,Tonic,Software,1,Undisclosed,1Cost,2software,Undisclosed
9 Mar 2006,2006--2010,Google,Eric Schmidt,Upstartle,Software,1,Undisclosed,1Cost,2software,Undisclosed
17 Dec 2014,2011--present,Google,Larry Page,Vidmaker,Software,1,Undisclosed,1Cost,2software,Undisclosed
7 Jan 2000,1996-2000,Microsoft,Steve Ballmer,Visio,Software,1375,$1 - 10 billion,5Cost,2software,"$1,375.0m"
8 Jan 1999,1996-2000,Apple,Steve Jobs,Xemplar Education,Software,4.926,Less than $100 million,2Cost,2software,$4.9m
19 Jun 2007,2006--2010,Google,Eric Schmidt,Zenter,Software,1,Undisclosed,1Cost,2software,Undisclosed
26 Aug 2014,2011--present,Google,Larry Page,Zync Render,Software,1,Undisclosed,1Cost,2software,Undisclosed
11 Oct 2016,2011--present,Google,Sundar Pichai,FameBit,E-Commerce,1,Undisclosed,1Cost,4e-commerce,Undisclosed
22 Sep 2016,2011--present,Apple,Tim Cook,Tuplejump,AI,1,Undisclosed,1Cost,5AI,Undisclosed
20 Sep 2016,2011--present,Amazon,Jeff Bezos,Angel.ai,AI,1,Undisclosed,1Cost,5AI,Undisclosed
19 Sep 2016,2011--present,Facebook,Mark Zuckerberg,Nascent Objects,Hardware,1,Undisclosed,1Cost,14hardware,Undisclosed
19 Sep 2016,2011--present,Google,Sundar Pichai,API.AI,AI,1,Undisclosed,1Cost,5AI,Undisclosed
15 Sep 2016,2011--present,Google,Sundar Pichai,Urban Engines,Mapping,1,Undisclosed,1Cost,13mapping,Undisclosed
8 Sep 2016,2011--present,Google,Sundar Pichai,Apigee,Software,650,$500 - $999 million,4Cost,2software,$650.0m
8 Aug 2016,2011--present,Google,Sundar Pichai,Apportable,Mobile,1,Undisclosed,1Cost,3mobile,Undisclosed
